,OFFENSE,NEIGHBORHOOD_CLUSTER,NBH_NAMES,COUNT,YEAR,TotalOffenseCount
6654,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6655,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6656,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6657,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6658,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6659,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6660,BURGLARY,Cluster 18,Petworth,1,2021,524
6661,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6662,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6663,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6664,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6665,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6666,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6667,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6668,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6669,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6670,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6671,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6672,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6673,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6674,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6675,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6676,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6677,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6678,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6679,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6680,ROBBERY,Cluster 18,Petworth,1,2021,775
6681,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6682,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6683,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6684,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6685,SEX ABUSE,Cluster 26,Capitol Hill,1,2021,69
6686,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
6687,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6688,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6689,ROBBERY,Cluster 7,Shaw,1,2021,775
6690,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6691,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6692,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6693,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6694,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6695,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6696,BURGLARY,Cluster 7,Shaw,1,2021,524
6697,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6698,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6699,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6700,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6701,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
6702,ROBBERY,Cluster 28,Historic Anacostia,1,2021,775
6703,BURGLARY,Cluster 25,Union Station,1,2021,524
6704,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6705,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6706,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6707,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6708,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6709,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6710,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6711,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6712,ROBBERY,Cluster 3,Shaw,1,2021,775
6713,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6714,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6715,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6716,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
6717,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6718,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6719,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6720,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6721,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6722,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6723,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6724,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6725,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6726,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6727,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6728,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6729,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6730,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6731,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6732,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6733,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6734,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6735,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6736,ROBBERY,Cluster 3,Shaw,1,2021,775
6737,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6738,ROBBERY,Cluster 25,Union Station,1,2021,775
6739,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6740,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6741,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6742,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6743,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6744,BURGLARY,Cluster 7,Shaw,1,2021,524
6745,ROBBERY,Cluster 7,Shaw,1,2021,775
6746,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6747,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6748,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6749,BURGLARY,Cluster 3,Shaw,1,2021,524
6750,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6751,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6752,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6753,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6754,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6755,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6756,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6757,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6758,BURGLARY,Cluster 25,Union Station,1,2021,524
6759,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6760,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6761,ROBBERY,Cluster 25,Union Station,1,2021,775
6762,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6763,ASSAULT W/DANGEROUS WEAPON,Cluster 1,Adams Morgan,1,2021,469
6764,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
6765,ROBBERY,Cluster 27,Navy Yard,1,2021,775
6766,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6767,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6768,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6769,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
6770,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6771,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6772,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6773,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6774,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
6775,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6776,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6777,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6778,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6779,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6780,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6781,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6782,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6783,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6784,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
6785,ASSAULT W/DANGEROUS WEAPON,Cluster 1,Adams Morgan,1,2021,469
6786,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6787,BURGLARY,Cluster 7,Shaw,1,2021,524
6788,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6789,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6790,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
6791,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6792,BURGLARY,Cluster 25,Union Station,1,2021,524
6793,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6794,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6795,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6796,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6797,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6798,HOMICIDE,Cluster 26,Capitol Hill,1,2021,47
6799,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6800,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6801,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6802,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6803,BURGLARY,Cluster 25,Union Station,1,2021,524
6804,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6805,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6806,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6807,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6808,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6809,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6810,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6811,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6812,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6813,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6814,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
6815,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6816,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6817,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6818,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6819,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6820,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6821,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6822,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
6823,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6824,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
6825,ROBBERY,Cluster 25,Union Station,1,2021,775
6826,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6827,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6828,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6829,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6830,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6831,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6832,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6833,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6834,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6835,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6836,ROBBERY,Cluster 3,Shaw,1,2021,775
6837,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6838,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
6839,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6840,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6841,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6842,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6843,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6844,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6845,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6846,ROBBERY,Cluster 3,Shaw,1,2021,775
6847,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6848,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6849,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6850,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6851,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6852,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6853,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6854,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6855,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6856,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6857,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6858,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6859,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6860,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6861,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6862,BURGLARY,Cluster 1,Adams Morgan,1,2021,524
6863,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6864,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6865,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6866,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6867,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6868,ROBBERY,Cluster 27,Navy Yard,1,2021,775
6869,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6870,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6871,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6872,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
6873,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6874,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
6875,ROBBERY,Cluster 18,Petworth,1,2021,775
6876,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6877,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6878,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6879,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6880,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
6881,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6882,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
6883,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6884,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6885,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6886,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6887,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6888,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6889,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6890,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
6891,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6892,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
6893,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6894,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6895,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6896,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6897,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
6898,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6899,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
6900,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6901,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6902,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6903,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6904,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
6905,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6906,ROBBERY,Cluster 3,Shaw,1,2021,775
6907,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6908,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
6909,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6910,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6911,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6912,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6913,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
6914,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6915,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6916,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6917,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
6918,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
6919,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6920,BURGLARY,Cluster 18,Petworth,1,2021,524
6921,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
6922,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
6923,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6924,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6925,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6926,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
6927,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6928,ROBBERY,Cluster 7,Shaw,1,2021,775
6929,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6930,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6931,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
6932,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6933,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6934,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6935,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6936,BURGLARY,Cluster 3,Shaw,1,2021,524
6937,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6938,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6939,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
6940,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6941,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6942,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6943,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6944,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6945,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
6946,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
6947,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6948,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
6949,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
6950,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6951,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6952,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6953,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6954,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
6955,ROBBERY,Cluster 7,Shaw,1,2021,775
6956,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6957,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6958,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6959,BURGLARY,Cluster 7,Shaw,1,2021,524
6960,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6961,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
6962,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6963,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6964,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6965,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6966,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
6967,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6968,BURGLARY,Cluster 25,Union Station,1,2021,524
6969,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
6970,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6971,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6972,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
6973,BURGLARY,Cluster 25,Union Station,1,2021,524
6974,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6975,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6976,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6977,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
6978,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
6979,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
6980,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6981,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
6982,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
6983,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
6984,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
6985,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6986,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
6987,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
6988,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
6989,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
6990,ROBBERY,Cluster 25,Union Station,1,2021,775
6991,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
6992,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
6993,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6994,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
6995,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6996,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
6997,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
6998,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
6999,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
7000,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
7001,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
7002,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
7003,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
7004,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
7005,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
7006,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
7007,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
7008,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
7009,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
7010,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
7011,BURGLARY,Cluster 18,Petworth,1,2021,524
7012,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
7013,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
7014,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
7015,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
7016,ROBBERY,Cluster 7,Shaw,1,2021,775
7017,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
7018,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
7019,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
7020,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
7021,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
7022,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
7023,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
7024,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
7025,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
7026,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
7027,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
7028,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
7029,ROBBERY,Cluster 7,Shaw,1,2021,775
7030,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
7031,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
7032,ASSAULT W/DANGEROUS WEAPON,Cluster 6,Dupont Circle,1,2021,469
7033,SEX ABUSE,Cluster 25,Union Station,1,2021,69
7034,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
7035,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
7036,BURGLARY,Cluster 18,Petworth,1,2021,524
7037,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
7038,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
7039,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
7040,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
7041,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
7042,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
7043,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
7044,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
7045,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
7046,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
7047,THEFT F/AUTO,Cluster 28,Historic Anacostia,1,2021,3744
7048,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
